,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4834円,130分,105%,360件
1,1000-1049,3992円,127分,104.2%,435件
2,1050-1099,5056円,126分,105.3%,425件
3,1100-1149,3926円,124分,104.2%,421件
4,1150-1199,4031円,122分,104.4%,479件
5,1200-1249,4772円,120分,105.3%,470件
6,1250-1299,4896円,116分,105.6%,402件
7,1300-1349,4176円,118分,104.7%,425件
8,1350-1399,4832円,109分,105.9%,436件
9,1400-1449,4539円,109分,105.5%,447件
10,1450-1499,5167円,105分,106.6%,413件
11,1500-1549,5072円,102分,106.6%,433件
12,1550-1599,5768円,100分,107.7%,411件
13,1600-1649,6124円,98分,108.4%,446件
14,1650-1699,5638円,93分,108.1%,384件
15,1700-1749,5393円,91分,107.9%,383件
16,1750-1799,5982円,86分,109.3%,335件
17,1800-1849,6188円,81分,110.2%,339件
18,1850-1899,6943円,81分,111.4%,320件
19,1900-1949,6956円,78分,111.9%,316件
20,1950-1999,6434円,73分,111.7%,283件
21,2000-2049,7226円,71分,113.6%,276件
22,2050-2099,7283円,68分,114.3%,276件
23,2100-2149,6279円,66分,112.8%,265件
24,2150-2199,5804円,65分,112%,263件
25,2200-2249,6989円,57分,116.3%,226件
26,2250-2299,6925円,55分,116.7%,226件
27,2300-2349,7026円,52分,118.1%,224件
28,2350-2399,7179円,49分,119.7%,229件
29,2400-2449,7966円,44分,124.1%,204件
30,2450-2499,7081円,45分,120.8%,216件
31,2500-2549,7809円,44分,123.7%,174件
32,2550-2599,9297円,40分,131.1%,199件
33,2600-2649,9663円,40分,132.2%,160件
34,2650-2699,10315円,37分,137.4%,201件
35,2700-2749,10484円,37分,138.2%,157件
36,2750-2799,11690円,33分,147.3%,146件
37,2800-2849,12729円,29分,158.6%,144件
38,2850-2899,13224円,27分,165.2%,156件
39,2900-2949,14816円,24分,182.1%,130件
