,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,3784円,140分,103.6%,781件
1,650-699,3221円,140分,103.1%,1063件
2,700-749,3869円,136分,103.8%,940件
3,750-799,3881円,134分,103.9%,846件
4,800-849,4370円,131分,104.4%,754件
5,850-899,4264円,131分,104.3%,675件
6,900-949,3806円,130分,103.9%,630件
7,950-999,4514円,125分,104.8%,620件
8,1000-1049,4292円,125分,104.6%,529件
9,1050-1099,5122円,122分,105.6%,501件
10,1100-1149,5015円,120分,105.6%,444件
11,1150-1199,5589円,118分,106.3%,454件
12,1200-1249,5171円,114分,106%,808件
13,1250-1299,5230円,111分,106.3%,439件
14,1300-1349,5812円,107分,107.2%,473件
15,1350-1399,6079円,106分,107.6%,445件
16,1400-1449,6070円,103分,107.8%,382件
17,1450-1499,5287円,102分,106.9%,376件
18,1500-1549,6215円,98分,108.4%,363件
19,1550-1599,6589円,97分,109.1%,338件
20,1600-1649,6669円,92分,109.6%,289件
21,1650-1699,7269円,90分,110.8%,296件
22,1700-1749,6717円,88分,110.2%,297件
23,1750-1799,7543円,85分,111.9%,335件
24,1800-1849,7400円,80分,112.3%,306件
25,1850-1899,6804円,81分,111.2%,300件
26,1900-1949,8149円,76分,114.4%,272件
27,1950-1999,8231円,74分,114.8%,256件
28,2000-2049,7659円,71分,114.4%,231件
29,2050-2099,8881円,68分,117.5%,264件
30,2100-2149,9181円,65分,118.8%,232件
31,2150-2199,8649円,58分,119.7%,240件
32,2200-2249,8817円,55分,121.6%,215件
33,2250-2299,8979円,49分,124.3%,228件
34,2300-2349,10053円,43分,131%,221件
35,2350-2399,9596円,41分,131.5%,203件
36,2400-2449,9425円,39分,132.2%,235件
37,2450-2499,10002円,38分,135.3%,215件
38,2500-2549,9552円,39分,132.9%,198件
39,2550-2599,10814円,35分,141.3%,216件
40,2600-2649,10459円,35分,140.2%,179件
41,2650-2699,11292円,32分,146.5%,204件
42,2700-2749,11420円,32分,147.4%,175件
43,2750-2799,11707円,30分,151.8%,171件
44,2800-2849,12903円,28分,161.5%,171件
45,2850-2899,13080円,25分,170.6%,180件
46,2900-2949,13332円,22分,182.3%,133件
