,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5826円,106分,107.3%,651件
1,1500-1549,5983円,103分,107.8%,693件
2,1550-1599,6034円,102分,107.9%,640件
3,1600-1649,5808円,96分,108.1%,589件
4,1650-1699,6354円,95分,108.9%,537件
5,1700-1749,6685円,92分,109.7%,546件
6,1750-1799,7124円,87分,110.9%,474件
7,1800-1849,5964円,86分,109.2%,446件
8,1850-1899,7498円,83分,112.1%,429件
9,1900-1949,6342円,79分,110.7%,426件
10,1950-1999,6627円,75分,111.7%,436件
11,2000-2049,7044円,71分,113.2%,426件
12,2050-2099,6883円,69分,113.4%,396件
13,2100-2149,6478円,66分,113.1%,376件
14,2150-2199,7370円,61分,116%,363件
15,2200-2249,6585円,60分,114.6%,355件
16,2250-2299,7673円,56分,118.3%,312件
17,2300-2349,6661円,53分,116.8%,330件
18,2350-2399,7415円,49分,120.2%,315件
19,2400-2449,7969円,46分,123%,318件
20,2450-2499,8179円,46分,123.6%,376件
21,2500-2549,8297円,45分,124.8%,300件
22,2550-2599,9085円,42分,128.5%,274件
23,2600-2649,9871円,40分,132.5%,282件
24,2650-2699,10681円,38分,137.3%,271件
25,2700-2749,11041円,36分,141.1%,249件
26,2750-2799,11963円,32分,149.3%,236件
27,2800-2849,13156円,31分,156.7%,231件
28,2850-2899,14063円,27分,169.5%,238件
29,2900-2949,15096円,24分,184.2%,187件
