,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-144円,148分,99.9%,15564件
1,450-499,146円,148分,100.1%,4805件
2,500-549,665円,145分,100.6%,2549件
3,550-599,838円,143分,100.8%,1735件
4,600-649,712円,142分,100.7%,1456件
5,650-699,483円,140分,100.5%,1208件
6,700-749,1151円,138分,101.1%,1157件
7,750-799,1377円,134分,101.4%,1125件
8,800-849,1187円,133分,101.2%,1143件
9,850-899,1535円,130分,101.6%,1021件
10,900-949,1175円,129分,101.2%,1009件
11,950-999,1687円,126分,101.8%,1077件
12,1000-1049,2017円,127分,102.1%,1071件
13,1050-1099,1985円,122分,102.2%,963件
14,1100-1149,2157円,118分,102.4%,1149件
15,1150-1199,2475円,116分,102.8%,1095件
16,1200-1249,2514円,115分,102.9%,1041件
17,1250-1299,3417円,112分,104.1%,1057件
18,1300-1349,3652円,110分,104.4%,997件
19,1350-1399,3139円,108分,103.9%,1014件
20,1400-1449,3208円,105分,104.1%,924件
21,1450-1499,3437円,100分,104.6%,889件
22,1500-1549,4102円,100分,105.5%,858件
23,1550-1599,3298円,96分,104.6%,860件
24,1600-1649,4181円,94分,105.9%,833件
25,1650-1699,4016円,91分,105.9%,836件
26,1700-1749,4304円,88分,106.6%,778件
27,1750-1799,4942円,85分,107.8%,736件
28,1800-1849,5225円,84分,108.3%,772件
29,1850-1899,5113円,80分,108.6%,707件
30,1900-1949,5127円,77分,108.9%,714件
31,1950-1999,5423円,75分,109.7%,711件
32,2000-2049,5783円,72分,110.8%,724件
33,2050-2099,6222円,68分,112.2%,649件
34,2100-2149,6069円,63分,112.9%,664件
35,2150-2199,5917円,58分,113.6%,633件
36,2200-2249,6288円,52分,116%,609件
37,2250-2299,6714円,50分,118%,595件
38,2300-2349,6698円,47分,119%,573件
39,2350-2399,6882円,44分,120.8%,573件
40,2400-2449,7047円,43分,121.9%,578件
41,2450-2499,7723円,40分,125.5%,545件
42,2500-2549,7753円,40分,126%,521件
43,2550-2599,7942円,39分,127%,513件
44,2600-2649,8430円,38分,129.4%,464件
45,2650-2699,9301円,35分,135.2%,499件
46,2700-2749,9578円,33分,138.3%,462件
47,2750-2799,10129円,30分,144.5%,474件
48,2800-2849,11007円,29分,151.4%,432件
49,2850-2899,10698円,29分,149.2%,381件
