,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2296円,164分,98.1%,16851件
1,150-199,-1896円,162分,98.4%,8950件
2,200-249,-1668円,158分,98.6%,6231件
3,250-299,-1500円,153分,98.7%,4993件
4,300-349,-1353円,155分,98.8%,4300件
5,350-399,-1043円,153分,99.1%,4241件
6,400-449,-922円,150分,99.2%,4097件
7,450-499,-938円,148分,99.2%,4002件
8,500-549,-516円,145分,99.5%,3908件
9,550-599,-419円,144分,99.6%,3888件
10,600-649,-301円,141分,99.7%,3853件
11,650-699,-229円,141分,99.8%,3800件
12,700-749,-45円,138分,100%,3688件
13,750-799,-91円,135分,99.9%,4001件
14,800-849,349円,133分,100.3%,4159件
15,850-899,402円,131分,100.4%,3906件
16,900-949,849円,128分,100.9%,3828件
17,950-999,742円,127分,100.8%,3613件
18,1000-1049,733円,125分,100.8%,3625件
19,1050-1099,1089円,121分,101.2%,3418件
20,1100-1149,1203円,119分,101.4%,3323件
21,1150-1199,1425円,117分,101.6%,3214件
22,1200-1249,1619円,115分,101.9%,3091件
23,1250-1299,1676円,112分,102%,3074件
24,1300-1349,1642円,110分,102%,3039件
25,1350-1399,2066円,106分,102.6%,2937件
26,1400-1449,2134円,105分,102.7%,2891件
27,1450-1499,2436円,103分,103.2%,2848件
28,1500-1549,2482円,99分,103.3%,2757件
29,1550-1599,2594円,97分,103.6%,2703件
30,1600-1649,2882円,94分,104.1%,2702件
31,1650-1699,2930円,91分,104.3%,2601件
32,1700-1749,3220円,89分,104.8%,2467件
33,1750-1799,3006円,86分,104.7%,2518件
34,1800-1849,3494円,82分,105.7%,2481件
35,1850-1899,3146円,79分,105.3%,2235件
36,1900-1949,3966円,76分,107%,2334件
37,1950-1999,4210円,73分,107.7%,2223件
38,2000-2049,4094円,70分,107.8%,2159件
39,2050-2099,4181円,67分,108.3%,2119件
40,2100-2149,4360円,64分,109.1%,2076件
41,2150-2199,4493円,60分,109.9%,1990件
42,2200-2249,4790円,57分,111.2%,1918件
43,2250-2299,5484円,53分,113.8%,1923件
44,2300-2349,5309円,51分,113.9%,1866件
45,2350-2399,5671円,47分,116%,1784件
46,2400-2449,6043円,45分,117.9%,1814件
47,2450-2499,6500円,44分,119.8%,1732件
48,2500-2549,6321円,44分,119.3%,1450件
