,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5723円,115分,106.6%,686件
1,1250-1299,6147円,118分,106.9%,632件
2,1300-1349,6121円,114分,107.2%,588件
3,1350-1399,6374円,113分,107.5%,515件
4,1400-1449,5458円,107分,106.8%,475件
5,1450-1499,6273円,104分,108%,498件
6,1500-1549,6731円,103分,108.7%,428件
7,1550-1599,6157円,102分,108.1%,425件
8,1600-1649,6851円,97分,109.4%,466件
9,1650-1699,6927円,93分,109.9%,455件
10,1700-1749,6771円,91分,110%,444件
11,1750-1799,7255円,88分,110.9%,353件
12,1800-1849,7199円,85分,111.4%,377件
13,1850-1899,7407円,82分,112%,346件
14,1900-1949,7468円,78分,112.7%,359件
15,1950-1999,6822円,75分,112.1%,344件
16,2000-2049,7660円,71分,114.3%,317件
17,2050-2099,7638円,68分,115%,316件
18,2100-2149,7371円,63分,115.7%,318件
19,2150-2199,7372円,60分,116.3%,295件
20,2200-2249,7703円,55分,118.6%,296件
21,2250-2299,8028円,54分,119.9%,278件
22,2300-2349,7285円,50分,119.3%,263件
23,2350-2399,8104円,46分,123.3%,254件
24,2400-2449,8520円,46分,124.9%,251件
25,2450-2499,9081円,45分,126.9%,229件
26,2500-2549,9178円,44分,128%,228件
27,2550-2599,9412円,42分,130.2%,232件
28,2600-2649,10040円,40分,133.6%,225件
29,2650-2699,10379円,38分,136.8%,208件
30,2700-2749,11196円,36分,142%,190件
31,2750-2799,11862円,33分,148.2%,219件
32,2800-2849,12905円,30分,158%,203件
33,2850-2899,13446円,26分,168.1%,213件
34,2900-2949,14583円,24分,181.6%,164件
