,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4731円,125分,105%,261件
1,1200-1249,4868円,119分,105.4%,302件
2,1250-1299,6631円,116分,107.6%,293件
3,1300-1349,6791円,118分,107.7%,295件
4,1350-1399,6580円,110分,108%,289件
5,1400-1449,7024円,103分,109.1%,283件
6,1450-1499,6469円,104分,108.3%,275件
7,1500-1549,6866円,102分,108.9%,280件
8,1550-1599,6779円,99分,109.1%,237件
9,1600-1649,5712円,97分,107.9%,223件
10,1650-1699,6593円,94分,109.3%,233件
11,1700-1749,7284円,89分,110.9%,238件
12,1750-1799,7139円,87分,110.9%,208件
13,1800-1849,6816円,86分,110.6%,221件
14,1850-1899,7946円,83分,112.8%,229件
15,1900-1949,7550円,76分,113.2%,185件
16,1950-1999,8113円,78分,113.9%,175件
17,2000-2049,7307円,72分,113.5%,177件
18,2050-2099,9330円,67分,118.7%,160件
19,2100-2149,6399円,66分,112.9%,145件
20,2150-2199,8925円,60分,119.7%,131件
21,2200-2249,7179円,56分,117.2%,146件
22,2250-2299,8029円,51分,121%,162件
23,2300-2349,8944円,46分,125.8%,137件
24,2350-2399,8301円,47分,123.7%,128件
25,2400-2449,8106円,47分,122.9%,114件
26,2450-2499,9551円,42分,130%,118件
27,2500-2549,9187円,43分,128.4%,119件
28,2550-2599,9930円,40分,132.7%,105件
29,2600-2649,10201円,40分,134%,107件
30,2650-2699,10332円,38分,135.9%,100件
31,2700-2749,10755円,35分,141.3%,94件
32,2750-2799,12134円,33分,149.1%,125件
33,2800-2849,12800円,29分,158.5%,108件
34,2850-2899,13143円,27分,165.9%,83件
35,2900-2949,15211円,23分,186.6%,79件
