,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,7886円,103分,110.2%,858件
1,1550-1599,6864円,100分,109.2%,860件
2,1600-1649,7756円,97分,110.6%,833件
3,1650-1699,7438円,94分,110.6%,836件
4,1700-1749,7613円,90分,111.2%,778件
5,1750-1799,8260円,88分,112.6%,736件
6,1800-1849,8499円,86分,113.1%,772件
7,1850-1899,8217円,82分,113.3%,707件
8,1900-1949,8129円,80分,113.6%,714件
9,1950-1999,8372円,77分,114.4%,711件
10,2000-2049,8633円,74分,115.5%,724件
11,2050-2099,8994円,70分,117.1%,649件
12,2100-2149,8614円,65分,117.7%,664件
13,2150-2199,8231円,60分,118.3%,633件
14,2200-2249,8453円,54分,120.8%,609件
15,2250-2299,8774円,52分,122.7%,595件
16,2300-2349,8651円,49分,123.7%,573件
17,2350-2399,8770円,46分,125.5%,573件
18,2400-2449,8887円,45分,126.6%,578件
19,2450-2499,9554円,42分,130.3%,545件
20,2500-2549,9584円,41分,130.9%,521件
21,2550-2599,9772円,41分,131.9%,513件
22,2600-2649,10261円,40分,134.4%,464件
23,2650-2699,11131円,37分,140.3%,499件
24,2700-2749,11409円,35分,143.4%,462件
25,2750-2799,11959円,32分,149.9%,474件
26,2800-2849,12837円,30分,156.8%,432件
27,2850-2899,12528円,31分,154.5%,381件
