,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-837円,150分,99.3%,18671件
1,400-449,-606円,151分,99.5%,5709件
2,450-499,-86円,147分,99.9%,3014件
3,500-549,16円,145分,100%,2063件
4,550-599,86円,144分,100.1%,1729件
5,600-649,-98円,142分,99.9%,1427件
6,650-699,228円,141分,100.2%,1407件
7,700-749,461円,137分,100.4%,1327件
8,750-799,482円,137分,100.5%,1374件
9,800-849,852円,132分,100.9%,1227件
10,850-899,573円,130分,100.6%,1245件
11,900-949,1018円,128分,101.1%,1288件
12,950-999,1216円,129分,101.3%,1274件
13,1000-1049,1179円,125分,101.3%,1144件
14,1050-1099,1654円,120分,101.8%,1355件
15,1100-1149,1792円,118分,102%,1351件
16,1150-1199,2072円,117分,102.4%,1294件
17,1200-1249,2631円,115分,103.1%,1247件
18,1250-1299,2949円,114分,103.5%,1223件
19,1300-1349,2414円,111分,102.9%,1209件
20,1350-1399,2568円,108分,103.2%,1112件
21,1400-1449,2819円,104分,103.6%,1061件
22,1450-1499,3278円,102分,104.3%,998件
23,1500-1549,2742円,100分,103.7%,1018件
24,1550-1599,3503円,97分,104.8%,1023件
25,1600-1649,3350円,94分,104.8%,1003件
26,1650-1699,3727円,90分,105.5%,943件
27,1700-1749,3841円,88分,105.8%,864件
28,1750-1799,4175円,87分,106.4%,913件
29,1800-1849,4578円,82分,107.4%,863件
30,1850-1899,4353円,80分,107.3%,847件
31,1900-1949,4883円,77分,108.4%,867件
32,1950-1999,4925円,75分,108.8%,846件
33,2000-2049,5538円,71分,110.4%,772件
34,2050-2099,5529円,66分,111.1%,802件
35,2100-2149,5357円,62分,111.5%,787件
36,2150-2199,5378円,57分,112.6%,723件
37,2200-2249,6047円,54分,114.9%,719件
38,2250-2299,6201円,51分,116.2%,712件
39,2300-2349,6102円,48分,117.1%,678件
40,2350-2399,6289円,46分,118.4%,694件
41,2400-2449,6916円,43分,121.5%,652件
42,2450-2499,7056円,42分,122.6%,636件
43,2500-2549,7192円,41分,123.2%,613件
44,2550-2599,7839円,40分,126.2%,567件
45,2600-2649,8560円,37分,130.9%,609件
46,2650-2699,8695円,36分,132.3%,555件
47,2700-2749,9158円,33分,136.9%,575件
48,2750-2799,10000円,31分,142.5%,522件
49,2800-2849,9684円,32分,140.5%,461件
