,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,9713円,104分,112.5%,62件
1,1500-1549,8098円,105分,110.3%,61件
2,1550-1599,6647円,95分,109.3%,64件
3,1600-1649,7348円,94分,110.4%,59件
4,1650-1699,8517円,96分,111.9%,72件
5,1700-1749,8752円,91分,112.8%,56件
6,1750-1799,6875円,84分,110.9%,73件
7,1800-1849,7575円,84分,112%,67件
8,1850-1899,8041円,77分,113.9%,58件
9,1900-1949,8316円,75分,114.8%,77件
10,1950-1999,9168円,75分,116.2%,79件
11,2000-2049,6719円,69分,113%,64件
12,2050-2099,8843円,67分,117.7%,81件
13,2100-2149,8020円,67分,116.1%,82件
14,2150-2199,6643円,59分,114.9%,69件
15,2200-2249,8220円,56分,119.7%,69件
16,2250-2299,7950円,56分,119%,67件
17,2300-2349,7744円,50分,120.5%,73件
18,2350-2399,8525円,46分,124.7%,48件
19,2400-2449,6983円,47分,119.6%,50件
20,2450-2499,7076円,48分,119.7%,54件
21,2500-2549,9196円,41分,129.8%,48件
22,2550-2599,10503円,36分,138.6%,29件
23,2600-2649,10803円,37分,139.3%,42件
24,2650-2699,10011円,36分,136.6%,36件
25,2700-2749,10932円,35分,141.6%,41件
26,2750-2799,11481円,34分,144.7%,48件
27,2800-2849,13321円,29分,161.3%,34件
28,2850-2899,14013円,27分,170.1%,25件
29,2900-2949,15218円,25分,182.8%,40件
