,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,2686円,132分,102.7%,2508件
1,1000-1049,3032円,127分,103.2%,2456件
2,1050-1099,3298円,125分,103.5%,2499件
3,1100-1149,4106円,124分,104.4%,2339件
4,1150-1199,3546円,122分,103.9%,2370件
5,1200-1249,4004円,118分,104.5%,2319件
6,1250-1299,3722円,115分,104.3%,2234件
7,1300-1349,3799円,114分,104.5%,2274件
8,1350-1399,4420円,110分,105.4%,2128件
9,1400-1449,4564円,108分,105.6%,2150件
10,1450-1499,4460円,106分,105.6%,1995件
11,1500-1549,4781円,101分,106.3%,2020件
12,1550-1599,5149円,100分,106.9%,1925件
13,1600-1649,4584円,97分,106.3%,1894件
14,1650-1699,5079円,93分,107.2%,1804件
15,1700-1749,5192円,91分,107.6%,1804件
16,1750-1799,4752円,87分,107.3%,1732件
17,1800-1849,4975円,84分,107.9%,1697件
18,1850-1899,5297円,80分,108.8%,1721件
19,1900-1949,5649円,79分,109.6%,1624件
20,1950-1999,5301円,75分,109.4%,1619件
21,2000-2049,5923円,72分,110.9%,1587件
22,2050-2099,5876円,70分,111.2%,1463件
23,2100-2149,5702円,66分,111.5%,1448件
24,2150-2199,6411円,64分,113.5%,1441件
25,2200-2249,6307円,59分,114.3%,1422件
26,2250-2299,6341円,56分,115.1%,1324件
27,2300-2349,6517円,52分,116.7%,1348件
28,2350-2399,6935円,49分,118.9%,1247件
29,2400-2449,7363円,47分,121%,1269件
30,2450-2499,7661円,46分,122.4%,1190件
31,2500-2549,8364円,44分,125.6%,1088件
32,2550-2599,8720円,41分,128.2%,880件
33,2600-2649,9133円,40分,130.5%,781件
34,2650-2699,9681円,38分,134.4%,584件
35,2700-2749,10742円,36分,140.3%,481件
36,2750-2799,11271円,32分,146.3%,379件
37,2800-2849,12501円,30分,155.5%,333件
38,2850-2899,13010円,28分,163%,258件
39,2900-2949,13959円,24分,176.4%,177件
