,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,144円,146分,100.1%,12918件
1,500-549,432円,145分,100.4%,4060件
2,550-599,1000円,142分,100.9%,2139件
3,600-649,1067円,141分,101%,1441件
4,650-699,976円,139分,100.9%,1204件
5,700-749,925円,137分,100.9%,1017件
6,750-799,1433円,135分,101.4%,959件
7,800-849,1686円,131分,101.7%,942件
8,850-899,1382円,131分,101.4%,964件
9,900-949,1830円,128分,101.9%,868件
10,950-999,1534円,126分,101.6%,845件
11,1000-1049,2103円,124分,102.3%,917件
12,1050-1099,2708円,124分,102.9%,903件
13,1100-1149,2270円,119分,102.5%,795件
14,1150-1199,2392円,115分,102.8%,949件
15,1200-1249,2727円,113分,103.2%,919件
16,1250-1299,2936円,112分,103.5%,861件
17,1300-1349,3807円,108分,104.7%,869件
18,1350-1399,4060円,108分,105%,826件
19,1400-1449,3577円,105分,104.5%,866件
20,1450-1499,3807円,101分,105%,790件
21,1500-1549,3698円,96分,105.1%,726件
22,1550-1599,4507円,97分,106.2%,706件
23,1600-1649,3709円,93分,105.3%,715件
24,1650-1699,4449円,91分,106.5%,699件
25,1700-1749,4452円,87分,106.8%,712件
26,1750-1799,4961円,84分,107.9%,645件
27,1800-1849,5441円,81分,108.9%,602件
28,1850-1899,5580円,80分,109.3%,633件
29,1900-1949,5758円,78分,109.9%,594件
30,1950-1999,5645円,73分,110.3%,590件
31,2000-2049,5921円,72分,111%,603件
32,2050-2099,6485円,68分,112.8%,605件
33,2100-2149,6844円,64分,114.3%,529件
34,2150-2199,6788円,58分,115.5%,561件
35,2200-2249,6423円,53分,116.2%,523件
36,2250-2299,6956円,48分,119.5%,510件
37,2300-2349,7398円,46分,121.7%,493件
38,2350-2399,7249円,43分,122.3%,477件
39,2400-2449,7350円,41分,123.7%,475件
40,2450-2499,7606円,41分,125%,483件
41,2500-2549,8379円,38分,129.5%,447件
42,2550-2599,8631円,37分,130.8%,447件
43,2600-2649,8739円,37分,131.6%,436件
44,2650-2699,9195円,36分,134.4%,401件
45,2700-2749,10193円,32分,141.9%,418件
46,2750-2799,10393円,30分,145.6%,395件
47,2800-2849,10852円,27分,153%,382件
48,2850-2899,11781円,25分,162%,357件
49,2900-2949,11685円,26分,160.2%,319件
