,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5347円,111分,106.4%,2093件
1,1400-1449,5070円,108分,106.2%,2079件
2,1450-1499,5253円,104分,106.7%,1951件
3,1500-1549,5490円,103分,107.1%,1882件
4,1550-1599,5890円,101分,107.8%,1949件
5,1600-1649,5998円,97分,108.2%,1820件
6,1650-1699,6079円,94分,108.6%,1841件
7,1700-1749,6067円,92分,108.8%,1845件
8,1750-1799,5739円,90分,108.5%,1704件
9,1800-1849,6397円,86分,110%,1645件
10,1850-1899,5987円,82分,109.7%,1663件
11,1900-1949,6145円,79分,110.4%,1623件
12,1950-1999,5936円,74分,110.7%,1516件
13,2000-2049,6618円,71分,112.4%,1554件
14,2050-2099,6902円,68分,113.5%,1482件
15,2100-2149,6729円,65分,113.7%,1458件
16,2150-2199,6539円,62分,114.1%,1415件
17,2200-2249,6916円,59分,115.7%,1415件
18,2250-2299,7049円,55分,117.1%,1367件
19,2300-2349,7047円,52分,118%,1262件
20,2350-2399,7571円,48分,121.1%,1279件
21,2400-2449,7402円,47分,120.8%,1228件
22,2450-2499,7899円,46分,123.1%,1206件
23,2500-2549,8441円,43分,126.1%,1217件
24,2550-2599,8915円,42分,128.3%,1171件
25,2600-2649,8813円,42分,128%,938件
