,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5424円,111分,106.5%,578件
1,1400-1449,5844円,107分,107.3%,586件
2,1450-1499,6765円,106分,108.5%,537件
3,1500-1549,5800円,105分,107.4%,507件
4,1550-1599,6494円,101分,108.6%,556件
5,1600-1649,6513円,96分,109%,532件
6,1650-1699,6465円,94分,109.2%,526件
7,1700-1749,7260円,92分,110.5%,430件
8,1750-1799,7024円,88分,110.6%,447件
9,1800-1849,7464円,86分,111.6%,442件
10,1850-1899,7035円,82分,111.4%,432件
11,1900-1949,6789円,78分,111.6%,423件
12,1950-1999,7546円,74分,113.5%,392件
13,2000-2049,7483円,72分,113.8%,376件
14,2050-2099,6984円,67分,113.9%,377件
15,2100-2149,7237円,65分,114.9%,355件
16,2150-2199,7205円,60分,116%,351件
17,2200-2249,7762円,58分,117.9%,329件
18,2250-2299,7451円,54分,118.3%,320件
19,2300-2349,8058円,50分,121.6%,318件
20,2350-2399,8311円,48分,123.3%,312件
21,2400-2449,8568円,47分,124.3%,276件
22,2450-2499,8532円,46分,124.9%,269件
23,2500-2549,8635円,44分,126.2%,264件
24,2550-2599,9790円,41分,131.7%,286件
25,2600-2649,9691円,40分,132.1%,241件
26,2650-2699,10746円,37分,138.3%,232件
27,2700-2749,11230円,35分,142.2%,269件
28,2750-2799,12023円,33分,148.5%,236件
29,2800-2849,12556円,30分,156.5%,250件
30,2850-2899,13687円,27分,167.2%,210件
31,2900-2949,14357円,23分,181.6%,197件
