,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5609円,111分,106.7%,705件
1,1400-1449,6550円,109分,108%,668件
2,1450-1499,5569円,107分,106.9%,623件
3,1500-1549,5861円,105分,107.5%,643件
4,1550-1599,6544円,99分,108.8%,654件
5,1600-1649,6468円,96分,109%,634件
6,1650-1699,7137円,95分,110%,532件
7,1700-1749,6512円,92分,109.4%,519件
8,1750-1799,7002円,89分,110.5%,531件
9,1800-1849,6558円,86分,110.2%,508件
10,1850-1899,6579円,82分,110.7%,508件
11,1900-1949,7085円,78分,112.1%,475件
12,1950-1999,7195円,75分,112.8%,452件
13,2000-2049,6707円,70分,112.7%,451件
14,2050-2099,7011円,68分,113.8%,434件
15,2100-2149,7017円,63分,114.8%,430件
16,2150-2199,7420円,63分,115.8%,399件
17,2200-2249,7302円,58分,116.8%,394件
18,2250-2299,7531円,53分,118.8%,378件
19,2300-2349,7705円,51分,120.1%,381件
20,2350-2399,8112円,48分,122.5%,346件
21,2400-2449,7860円,48分,122%,327件
22,2450-2499,8185円,45分,124.1%,315件
23,2500-2549,9035円,44分,127.6%,333件
24,2550-2599,9118円,42分,128.7%,305件
25,2600-2649,9788円,40分,132.5%,280件
26,2650-2699,10444円,38分,136.6%,318件
27,2700-2749,11249円,35分,142.4%,289件
28,2750-2799,11642円,32分,147.9%,306件
29,2800-2849,12854円,30分,156.9%,268件
30,2850-2899,13571円,27分,168.1%,260件
31,2900-2949,14656円,24分,181.6%,212件
