,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-392円,136分,99.6%,25件
1,700-749,1194円,121分,101.3%,39件
2,750-799,-419円,147分,99.6%,52件
3,800-849,2660円,130分,102.7%,50件
4,850-899,27円,132分,100%,54件
5,900-949,685円,133分,100.7%,61件
6,950-999,856円,128分,100.9%,79件
7,1000-1049,1084円,125分,101.2%,82件
8,1050-1099,705円,125分,100.8%,101件
9,1100-1149,1909円,126分,102%,116件
10,1150-1199,1504円,120分,101.7%,122件
11,1200-1249,2599円,110分,103.2%,130件
12,1250-1299,2582円,113分,103%,135件
13,1300-1349,2801円,106分,103.5%,127件
14,1350-1399,2243円,107分,102.8%,135件
15,1400-1449,1014円,105分,101.3%,154件
16,1450-1499,1904円,102分,102.5%,138件
17,1500-1549,2761円,98分,103.8%,173件
18,1550-1599,2864円,95分,104%,152件
19,1600-1649,3474円,95分,104.9%,166件
20,1650-1699,4094円,93分,105.9%,161件
21,1700-1749,3764円,88分,105.7%,139件
22,1750-1799,2971円,85分,104.7%,165件
23,1800-1849,3745円,79分,106.3%,173件
24,1850-1899,3422円,78分,105.8%,155件
25,1900-1949,4826円,75分,108.5%,147件
26,1950-1999,4202円,72分,107.7%,119件
27,2000-2049,2878円,72分,105.4%,123件
28,2050-2099,4812円,68分,109.5%,123件
29,2100-2149,5092円,65分,110.5%,109件
30,2150-2199,5360円,58分,112.3%,132件
31,2200-2249,5308円,56分,112.7%,104件
32,2250-2299,6049円,50分,116.2%,103件
33,2300-2349,5474円,50分,114.6%,111件
34,2350-2399,6272円,46分,118.4%,98件
35,2400-2449,6437円,44分,119.3%,82件
36,2450-2499,6365円,44分,119.3%,95件
37,2500-2549,6952円,42分,122%,94件
38,2550-2599,6620円,41分,121.6%,80件
39,2600-2649,8393円,37分,129.8%,75件
40,2650-2699,8568円,36分,131.4%,66件
41,2700-2749,9572円,32分,139.4%,68件
42,2750-2799,10252円,33分,141.9%,93件
43,2800-2849,10671円,29分,149.5%,76件
44,2850-2899,12114円,26分,162.7%,61件
45,2900-2949,13333円,22分,179.1%,60件
