,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,6009円,125分,106.4%,525件
1,1050-1099,4923円,128分,105.1%,640件
2,1100-1149,5227円,121分,105.8%,617件
3,1150-1199,5323円,120分,105.9%,666件
4,1200-1249,6169円,118分,107%,554件
5,1250-1299,5583円,113分,106.6%,571件
6,1300-1349,5972円,114分,107%,508件
7,1350-1399,5869円,111分,107.1%,487件
8,1400-1449,6125円,110分,107.5%,413件
9,1450-1499,5727円,104分,107.4%,400件
10,1500-1549,6443円,102分,108.4%,416件
11,1550-1599,6593円,99分,108.9%,346件
12,1600-1649,6368円,98分,108.7%,366件
13,1650-1699,6853円,94分,109.7%,393件
14,1700-1749,6947円,89分,110.4%,373件
15,1750-1799,6996円,88分,110.6%,374件
16,1800-1849,7232円,85分,111.4%,286件
17,1850-1899,7315円,81分,112%,307件
18,1900-1949,7764円,78分,113.3%,292件
19,1950-1999,8167円,74分,114.7%,302件
20,2000-2049,7047円,71分,113.2%,292件
21,2050-2099,7865円,68分,115.4%,267件
22,2100-2149,7737円,64分,116.2%,273件
23,2150-2199,7691円,58分,117.6%,273件
24,2200-2249,7615円,56分,118.2%,246件
25,2250-2299,8163円,50分,121.7%,243件
26,2300-2349,8394円,50分,122.4%,235件
27,2350-2399,7864円,47分,122.5%,220件
28,2400-2449,8785円,43分,127.1%,204件
29,2450-2499,8853円,44分,126.7%,208件
30,2500-2549,9453円,43分,129.2%,195件
31,2550-2599,9760円,42分,131.2%,188件
32,2600-2649,9834円,39分,133.3%,192件
33,2650-2699,10485円,38分,137%,192件
34,2700-2749,11027円,35分,142.2%,176件
35,2750-2799,11830円,33分,148.4%,154件
36,2800-2849,12517円,30分,155.8%,187件
37,2850-2899,13450円,27分,166.7%,162件
38,2900-2949,14202円,23分,183.4%,156件
