,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,461円,144分,100.4%,1138件
1,550-599,-198円,144分,99.8%,1439件
2,600-649,336円,140分,100.3%,1349件
3,650-699,870円,137分,100.8%,1216件
4,700-749,1018円,135分,101%,1054件
5,750-799,734円,136分,100.7%,937件
6,800-849,779円,134分,100.8%,918件
7,850-899,1335円,129分,101.4%,865件
8,900-949,858円,131分,100.9%,775件
9,950-999,1822円,127分,101.9%,733件
10,1000-1049,1945円,122分,102.1%,644件
11,1050-1099,2438円,121分,102.7%,649件
12,1100-1149,2136円,118分,102.4%,1166件
13,1150-1199,2089円,116分,102.4%,645件
14,1200-1249,2698円,113分,103.2%,687件
15,1250-1299,2830円,111分,103.4%,625件
16,1300-1349,2958円,109分,103.6%,542件
17,1350-1399,2311円,107分,102.9%,516件
18,1400-1449,3314円,104分,104.2%,532件
19,1450-1499,2984円,103分,103.9%,461件
20,1500-1549,3856円,98分,105.3%,448件
21,1550-1599,4105円,96分,105.7%,423件
22,1600-1649,3831円,94分,105.4%,442件
23,1650-1699,4499円,91分,106.6%,479件
24,1700-1749,4618円,86分,107.1%,439件
25,1750-1799,4125円,86分,106.4%,429件
26,1800-1849,5264円,81分,108.6%,405件
27,1850-1899,5717円,79分,109.7%,383件
28,1900-1949,5193円,77分,109%,347件
29,1950-1999,6224円,73分,111.3%,396件
30,2000-2049,6658円,71分,112.5%,360件
31,2050-2099,5898円,66分,111.9%,348件
32,2100-2149,6291円,61分,113.7%,313件
33,2150-2199,6659円,57分,115.5%,321件
34,2200-2249,7420円,51分,119.2%,337件
35,2250-2299,7146円,50分,119.1%,307件
36,2300-2349,6948円,45分,120.5%,340件
37,2350-2399,7155円,44分,121.8%,299件
38,2400-2449,7155円,43分,122%,293件
39,2450-2499,8286円,40分,127.5%,311件
40,2500-2549,7992円,40分,126.6%,262件
41,2550-2599,8470円,38分,129.6%,290件
42,2600-2649,8884円,37分,132%,251件
43,2650-2699,9398円,35分,136%,240件
44,2700-2749,9914円,34分,139%,226件
45,2750-2799,10202円,31分,143.7%,250件
46,2800-2849,10800円,28分,151.3%,204件
47,2850-2899,12250円,25分,164.3%,219件
48,2900-2949,12690円,22分,177%,184件
