,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2706円,142分,102.5%,215件
1,700-749,2783円,140分,102.7%,239件
2,750-799,1720円,141分,101.6%,281件
3,800-849,2769円,138分,102.7%,288件
4,850-899,3201円,135分,103.2%,301件
5,900-949,3349円,133分,103.4%,358件
6,950-999,3964円,129分,104.1%,360件
7,1000-1049,3160円,126分,103.3%,435件
8,1050-1099,4207円,125分,104.5%,425件
9,1100-1149,3116円,123分,103.4%,421件
10,1150-1199,3236円,121分,103.6%,479件
11,1200-1249,3972円,119分,104.4%,470件
12,1250-1299,4117円,116分,104.7%,402件
13,1300-1349,3401円,117分,103.9%,425件
14,1350-1399,4106円,108分,105%,436件
15,1400-1449,3819円,109分,104.7%,447件
16,1450-1499,4464円,104分,105.7%,413件
17,1500-1549,4390円,101分,105.8%,433件
18,1550-1599,5079円,99分,106.8%,411件
19,1600-1649,5447円,97分,107.5%,446件
20,1650-1699,5000円,93分,107.2%,384件
21,1700-1749,4780円,91分,107%,383件
22,1750-1799,5386円,86分,108.4%,335件
23,1800-1849,5625円,80分,109.3%,339件
24,1850-1899,6368円,80分,110.6%,320件
25,1900-1949,6399円,77分,111%,316件
26,1950-1999,5916円,73分,110.8%,283件
27,2000-2049,6708円,71分,112.7%,276件
28,2050-2099,6790円,67分,113.4%,276件
29,2100-2149,5818円,65分,111.9%,265件
30,2150-2199,5360円,64分,111.1%,263件
31,2200-2249,6577円,57分,115.4%,226件
32,2250-2299,6520円,55分,115.8%,226件
33,2300-2349,6649円,51分,117.3%,224件
34,2350-2399,6822円,48分,118.9%,229件
35,2400-2449,7618円,44分,123.2%,204件
36,2450-2499,6733円,45分,119.9%,216件
37,2500-2549,7462円,44分,122.8%,174件
38,2550-2599,8950円,40分,130.2%,199件
39,2600-2649,9315円,40分,131.3%,160件
40,2650-2699,9968円,36分,136.4%,201件
41,2700-2749,10136円,36分,137.2%,157件
42,2750-2799,11342円,33分,146.3%,146件
43,2800-2849,12381円,29分,157.6%,144件
44,2850-2899,12877円,27分,164.2%,156件
45,2900-2949,14468円,24分,181.2%,130件
