,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,8840円,113分,110.4%,477件
1,1300-1349,8988円,110分,110.9%,575件
2,1350-1399,8729円,106分,111%,506件
3,1400-1449,9656円,103分,112.5%,526件
4,1450-1499,10688円,100分,114.3%,518件
5,1500-1549,10188円,100分,113.6%,495件
6,1550-1599,10343円,99分,113.9%,500件
7,1600-1649,10192円,93分,114.7%,484件
8,1650-1699,9494円,89分,114.3%,420件
9,1700-1749,10588円,89分,115.8%,424件
10,1750-1799,9540円,84分,115.1%,424件
11,1800-1849,10291円,82分,116.7%,409件
12,1850-1899,9906円,81分,116.3%,422件
13,1900-1949,10544円,77分,118.2%,374件
14,1950-1999,11115円,74分,120%,358件
15,2000-2049,11580円,72分,121.6%,371件
16,2050-2099,11567円,68分,122.5%,354件
17,2100-2149,10686円,65分,121.9%,328件
18,2150-2199,12050円,63分,125.6%,361件
19,2200-2249,11921円,58分,127.2%,340件
20,2250-2299,11887円,55分,128.6%,320件
21,2300-2349,12067円,46分,134.7%,307件
22,2350-2399,11292円,40分,137.7%,303件
23,2400-2449,11317円,37分,141.3%,291件
24,2450-2499,11971円,36分,143.9%,273件
25,2500-2549,12063円,35分,145.7%,298件
26,2550-2599,11856円,35分,145.8%,295件
27,2600-2649,12613円,33分,151.2%,286件
28,2650-2699,13223円,31分,156.4%,252件
29,2700-2749,13520円,31分,159%,250件
30,2750-2799,13871円,28分,165.6%,271件
31,2800-2849,14174円,28分,168.6%,230件
32,2850-2899,15378円,24分,185.1%,246件
33,2900-2949,15163円,23分,189.5%,211件
