,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,308円,152分,100.3%,276件
1,400-449,-81円,157分,99.9%,334件
2,450-499,594円,145分,100.5%,419件
3,500-549,-347円,148分,99.7%,495件
4,550-599,1250円,146分,101.1%,544件
5,600-649,881円,145分,100.8%,571件
6,650-699,1020円,144分,100.9%,639件
7,700-749,798円,142分,100.7%,675件
8,750-799,1527円,138分,101.5%,685件
9,800-849,1598円,136分,101.6%,766件
10,850-899,1194円,135分,101.2%,770件
11,900-949,1344円,134分,101.3%,863件
12,950-999,1963円,128分,102%,889件
13,1000-1049,1773円,132分,101.8%,861件
14,1050-1099,1900円,125分,102%,861件
15,1100-1149,2329円,121分,102.6%,812件
16,1150-1199,2377円,122分,102.6%,748件
17,1200-1249,2265円,118分,102.6%,802件
18,1250-1299,2976円,114分,103.5%,745件
19,1300-1349,2781円,111分,103.3%,725件
20,1350-1399,2272円,111分,102.7%,688件
21,1400-1449,2873円,108分,103.6%,685件
22,1450-1499,3381円,104分,104.4%,651件
23,1500-1549,3592円,100分,104.8%,693件
24,1550-1599,3667円,100分,104.9%,640件
25,1600-1649,3596円,94分,105.1%,589件
26,1650-1699,4120円,93分,105.9%,537件
27,1700-1749,4504円,90分,106.7%,546件
28,1750-1799,5033円,85分,107.9%,474件
29,1800-1849,3963円,84分,106.3%,446件
30,1850-1899,5484円,81分,109.1%,429件
31,1900-1949,4479円,77分,107.7%,426件
32,1950-1999,4842円,74分,108.8%,436件
33,2000-2049,5316円,69分,110.2%,426件
34,2050-2099,5240円,67分,110.4%,396件
35,2100-2149,4914円,65分,110.1%,376件
36,2150-2199,5859円,60分,113%,363件
37,2200-2249,5172円,59分,111.7%,355件
38,2250-2299,6292円,55分,115.4%,312件
39,2300-2349,5382円,52分,113.9%,330件
40,2350-2399,6187円,48分,117.2%,315件
41,2400-2449,6752円,45分,119.9%,318件
42,2450-2499,6966円,45分,120.6%,376件
43,2500-2549,7084円,44分,121.7%,300件
44,2550-2599,7872円,41分,125.4%,274件
45,2600-2649,8658円,39分,129.3%,282件
46,2650-2699,9468円,37分,134%,271件
47,2700-2749,9828円,35分,137.7%,249件
48,2750-2799,10750円,31分,145.8%,236件
49,2800-2849,11944円,30分,153.4%,231件
50,2850-2899,12850円,26分,166.1%,238件
51,2900-2949,13883円,23分,181.1%,187件
