,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,227円,146分,100.2%,112件
1,650-699,548円,143分,100.5%,135件
2,700-749,521円,133分,100.5%,156件
3,750-799,-1091円,138分,98.9%,189件
4,800-849,1489円,133分,101.5%,210件
5,850-899,724円,132分,100.7%,229件
6,900-949,1608円,126分,101.7%,272件
7,950-999,334円,130分,100.3%,277件
8,1000-1049,1431円,127分,101.5%,269件
9,1050-1099,2185円,121分,102.4%,311件
10,1100-1149,912円,123分,101%,327件
11,1150-1199,1293円,118分,101.5%,360件
12,1200-1249,2649円,113分,103.1%,353件
13,1250-1299,2668円,116分,103.1%,351件
14,1300-1349,2432円,109分,103%,342件
15,1350-1399,3289円,103分,104.3%,343件
16,1400-1449,2865円,104分,103.7%,330件
17,1450-1499,3082円,103分,104%,334件
18,1500-1549,3019円,100分,104%,283件
19,1550-1599,2382円,98分,103.3%,273件
20,1600-1649,3102円,95分,104.4%,274件
21,1650-1699,3697円,91分,105.4%,286件
22,1700-1749,3693円,88分,105.6%,249件
23,1750-1799,3234円,86分,105%,255件
24,1800-1849,4115円,85分,106.5%,263件
25,1850-1899,4501円,78分,107.7%,223件
26,1900-1949,4936円,79分,108.3%,199件
27,1950-1999,4891円,72分,109.1%,216件
28,2000-2049,6127円,68分,112%,197件
29,2050-2099,3843円,68分,107.6%,173件
30,2100-2149,5965円,62分,112.9%,162件
31,2150-2199,5073円,58分,111.7%,179件
32,2200-2249,5523円,54分,113.6%,184件
33,2250-2299,6738円,49分,118.4%,164件
34,2300-2349,6503円,49分,117.8%,157件
35,2350-2399,5796円,47分,116.5%,143件
36,2400-2449,7424円,42分,123.4%,140件
37,2450-2499,6523円,45分,119.4%,140件
38,2500-2549,7444円,41分,124%,123件
39,2550-2599,8102円,40分,126.8%,130件
40,2600-2649,7780円,39分,126.3%,114件
41,2650-2699,8817円,35分,133.3%,120件
42,2700-2749,9698円,34分,137.9%,145件
43,2750-2799,10093円,31分,142.9%,124件
44,2800-2849,11035円,28分,151.9%,110件
45,2850-2899,12717円,25分,167.3%,107件
46,2900-2949,12884円,23分,173.6%,102件
