,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1022円,144分,100.9%,1138件
1,550-599,357円,145分,100.3%,1439件
2,600-649,879円,141分,100.8%,1349件
3,650-699,1406円,137分,101.4%,1216件
4,700-749,1550円,136分,101.5%,1054件
5,750-799,1269円,137分,101.2%,937件
6,800-849,1300円,134分,101.3%,918件
7,850-899,1845円,130分,101.9%,865件
8,900-949,1370円,132分,101.4%,775件
9,950-999,2325円,127分,102.4%,733件
10,1000-1049,2431円,123分,102.6%,644件
11,1050-1099,2927円,122分,103.2%,649件
12,1100-1149,2613円,119分,102.9%,1166件
13,1150-1199,2549円,116分,102.9%,645件
14,1200-1249,3155円,113分,103.7%,687件
15,1250-1299,3279円,111分,103.9%,625件
16,1300-1349,3401円,109分,104.2%,542件
17,1350-1399,2740円,108分,103.4%,516件
18,1400-1449,3740円,105分,104.8%,532件
19,1450-1499,3401円,103分,104.4%,461件
20,1500-1549,4258円,98分,105.8%,448件
21,1550-1599,4502円,97分,106.2%,423件
22,1600-1649,4219円,95分,105.9%,442件
23,1650-1699,4877円,91分,107.2%,479件
24,1700-1749,4985円,87分,107.7%,439件
25,1750-1799,4481円,86分,106.9%,429件
26,1800-1849,5618円,82分,109.2%,405件
27,1850-1899,6062円,79分,110.3%,383件
28,1900-1949,5522円,78分,109.5%,347件
29,1950-1999,6552円,74分,111.9%,396件
30,2000-2049,6981円,71分,113.1%,360件
31,2050-2099,6190円,66分,112.5%,348件
32,2100-2149,6566円,61分,114.3%,313件
33,2150-2199,6914円,57分,116.1%,321件
34,2200-2249,7660円,52分,119.8%,337件
35,2250-2299,7378円,50分,119.7%,307件
36,2300-2349,7158円,45分,121%,340件
37,2350-2399,7359円,44分,122.3%,299件
38,2400-2449,7356円,44分,122.5%,293件
39,2450-2499,8487円,40分,128%,311件
40,2500-2549,8118円,40分,127%,262件
41,2550-2599,8596円,38分,129.9%,290件
42,2600-2649,9010円,37分,132.3%,251件
43,2650-2699,9523円,35分,136.4%,240件
44,2700-2749,10040円,34分,139.3%,226件
45,2750-2799,10328円,31分,144.1%,250件
46,2800-2849,10925円,28分,151.7%,204件
47,2850-2899,12376円,26分,164.7%,219件
48,2900-2949,12816円,22分,177.4%,184件
