,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,521円,147分,100.5%,1357件
1,500-549,22円,147分,100%,1747件
2,550-599,256円,144分,100.2%,1594件
3,600-649,745円,140分,100.7%,1434件
4,650-699,1010円,139分,101%,1276件
5,700-749,745円,139分,100.7%,1121件
6,750-799,654円,137分,100.6%,1073件
7,800-849,1307円,132分,101.3%,1036件
8,850-899,802円,135分,100.8%,926件
9,900-949,1844円,129分,101.9%,880件
10,950-999,1979円,126分,102.1%,791件
11,1000-1049,2359円,125分,102.5%,766件
12,1050-1099,1862円,122分,102%,1400件
13,1100-1149,1702円,121分,101.9%,799件
14,1150-1199,2569円,116分,103%,820件
15,1200-1249,2367円,115分,102.7%,727件
16,1250-1299,2839円,113分,103.4%,654件
17,1300-1349,2550円,110分,103.1%,617件
18,1350-1399,3022円,108分,103.7%,636件
19,1400-1449,2802円,106分,103.5%,560件
20,1450-1499,3396円,103分,104.4%,550件
21,1500-1549,3964円,100分,105.3%,508件
22,1550-1599,3572円,98分,104.9%,521件
23,1600-1649,4200円,94分,106%,577件
24,1650-1699,3909円,91分,105.8%,504件
25,1700-1749,3965円,90分,105.9%,519件
26,1750-1799,4891円,85分,107.7%,492件
27,1800-1849,5348円,82分,108.7%,453件
28,1850-1899,4871円,81分,108%,417件
29,1900-1949,5691円,76分,109.9%,468件
30,1950-1999,6217円,75分,111.1%,430件
31,2000-2049,5323円,69分,110.3%,415件
32,2050-2099,5658円,66分,111.5%,379件
33,2100-2149,6060円,61分,113.2%,390件
34,2150-2199,6802円,57分,116%,405件
35,2200-2249,6864円,54分,117%,384件
36,2250-2299,6229円,50分,116.6%,402件
37,2300-2349,6427円,48分,117.8%,352件
38,2350-2399,6785円,46分,119.5%,349件
39,2400-2449,7578円,43分,123.4%,372件
40,2450-2499,7239円,42分,122.8%,314件
41,2500-2549,7806円,40分,125.8%,353件
42,2550-2599,8277円,40分,127.6%,324件
43,2600-2649,8668円,38分,130.5%,303件
44,2650-2699,9184円,37分,133.3%,270件
45,2700-2749,9162円,34分,135.7%,300件
46,2750-2799,10025円,31分,142.5%,250件
47,2800-2849,11252円,29分,152.2%,259件
48,2850-2899,11941円,25分,164.1%,244件
49,2900-2949,12879円,23分,174.5%,206件
